ticker_or_identifier,name,cik,form_type,filed_at,period_of_report,accession_no,primary_document,primary_doc_description,items,url
0001681348,VivoPower PLC,1681348,6-K,2024-04-05,2024-04-05,0001437749-24-011233,vpip20240402c_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924011233/vpip20240402c_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-04-03,2024-04-03,0001437749-24-010742,vpip20240403_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924010742/vpip20240403_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-04-02,2024-04-02,0001437749-24-010503,vpip20240402_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924010503/vpip20240402_6k.htm
0001681348,VivoPower PLC,1681348,EFFECT,2024-03-27,,9999999995-24-000739,xslEFFECTX01/primary_doc.xml,,"F-3,,2024-03-27 16:00:00",https://www.sec.gov/Archives/edgar/data/1681348/999999999524000739/xslEFFECTX01/primary_doc.xml
0001681348,VivoPower PLC,1681348,CORRESP,2024-03-26,,0001437749-24-009403,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924009403/filename1.htm
0001681348,VivoPower PLC,1681348,6-K,2024-03-25,2024-03-25,0001437749-24-009248,vpip20240325_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924009248/vpip20240325_6k.htm
0001681348,VivoPower PLC,1681348,F-3/A,2024-03-22,,0001437749-24-009067,vpip20240321_f3a.htm,FORM F-3/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924009067/vpip20240321_f3a.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2024-03-20,,0000000000-24-003072,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000024003072/filename1.pdf
0001681348,VivoPower PLC,1681348,20-F/A,2024-03-20,2023-06-30,0001437749-24-008717,vpip20230630d_20fa.htm,FORM 20-F/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924008717/vpip20230630d_20fa.htm
0001681348,VivoPower PLC,1681348,CORRESP,2024-03-19,,0001437749-24-008484,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924008484/filename1.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2024-03-15,,0000000000-24-002908,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000024002908/filename1.pdf
0001681348,VivoPower PLC,1681348,6-K,2024-03-15,2024-03-15,0001437749-24-008143,vpip20240315_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924008143/vpip20240315_6k.htm
0001681348,VivoPower PLC,1681348,CORRESP,2024-03-07,,0001437749-24-006887,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924006887/filename1.htm
0001681348,VivoPower PLC,1681348,CORRESP,2024-03-01,,0001437749-24-006323,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924006323/filename1.htm
0001681348,VivoPower PLC,1681348,F-3/A,2024-03-01,,0001437749-24-006322,vpip20240229_f3a.htm,FORM F-3/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924006322/vpip20240229_f3a.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2024-03-01,,0000000000-24-002336,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000024002336/filename1.pdf
0001681348,VivoPower PLC,1681348,UPLOAD,2024-02-28,,0000000000-24-002256,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000024002256/filename1.pdf
0001681348,VivoPower PLC,1681348,CORRESP,2024-02-21,,0001437749-24-005088,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924005088/filename1.htm
0001681348,VivoPower PLC,1681348,20-F/A,2024-02-21,2023-06-30,0001437749-24-005075,vpip20230630c_20fa.htm,FORM 20-F/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924005075/vpip20230630c_20fa.htm
0001681348,VivoPower PLC,1681348,F-3/A,2024-02-16,,0001437749-24-004636,vpip20240215_f3a.htm,FORM F-3/A,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924004636/vpip20240215_f3a.htm
0001681348,VivoPower PLC,1681348,CORRESP,2024-02-16,,0001437749-24-004629,filename1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924004629/filename1.htm
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-02-14,,0001172661-24-001295,armistice-vvpr123123a1.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000117266124001295/armistice-vvpr123123a1.htm
0001681348,VivoPower PLC,1681348,6-K,2024-02-05,2024-02-05,0001437749-24-003060,vpip20240205_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924003060/vpip20240205_6k.htm
0001681348,VivoPower PLC,1681348,UPLOAD,2024-02-02,,0000000000-24-001341,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000024001341/filename1.pdf
0001681348,VivoPower PLC,1681348,UPLOAD,2024-02-02,,0000000000-24-001334,filename1.pdf,,,https://www.sec.gov/Archives/edgar/data/1681348/000000000024001334/filename1.pdf
0001681348,VivoPower PLC,1681348,SC 13G/A,2024-01-22,,0001477932-24-000299,vpip_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224000299/vpip_sc13ga.htm
0001681348,VivoPower PLC,1681348,6-K,2024-01-17,2024-01-17,0001437749-24-001474,vpip20240117d_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924001474/vpip20240117d_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2024-01-17,2024-01-17,0001437749-24-001473,vpip20240117c_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924001473/vpip20240117c_6k.htm
0001681348,VivoPower PLC,1681348,F-3,2024-01-12,,0001437749-24-001299,vpip20240105_f3.htm,FORM F-3,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924001299/vpip20240105_f3.htm
0001681348,VivoPower PLC,1681348,6-K,2024-01-11,2024-01-11,0001437749-24-001152,vpip20240111_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774924001152/vpip20240111_6k.htm
0001681348,VivoPower PLC,1681348,SC 13G,2024-01-04,,0001477932-24-000030,vpip_sc13g.htm,SC 13G,,https://www.sec.gov/Archives/edgar/data/1681348/000147793224000030/vpip_sc13g.htm
0001681348,VivoPower PLC,1681348,144,2023-12-29,,0000103623-23-000067,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000010362323000067/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,144,2023-12-29,,0000103623-23-000066,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000010362323000066/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,144,2023-12-29,,0000103623-23-000065,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000010362323000065/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,6-K,2023-12-28,2023-12-28,0001437749-23-035509,vpip20231228_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923035509/vpip20231228_6k.htm
0001681348,VivoPower PLC,1681348,144/A,2023-12-28,,0000103623-23-000063,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1681348/000010362323000063/xsl144X01/primary_doc.xml
0001681348,VivoPower PLC,1681348,SC 13G,2023-12-21,,0001493152-23-045753,formsc13g.htm,,,https://www.sec.gov/Archives/edgar/data/1681348/000149315223045753/formsc13g.htm
0001681348,VivoPower PLC,1681348,6-K,2023-12-18,2023-12-18,0001437749-23-034663,vpip20231218_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923034663/vpip20231218_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2023-12-15,2023-12-15,0001437749-23-034594,vpip20231215_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923034594/vpip20231215_6k.htm
0001681348,VivoPower PLC,1681348,424B5,2023-12-15,,0001437749-23-034590,vpip20231215_424b5.htm,FORM 424B5,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923034590/vpip20231215_424b5.htm
0001681348,VivoPower PLC,1681348,6-K,2023-11-22,2023-11-13,0001437749-23-032925,vpip20231122_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923032925/vpip20231122_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2023-11-14,2023-11-14,0001437749-23-031790,vpip20231114_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923031790/vpip20231114_6k.htm
0001681348,VivoPower PLC,1681348,424B5,2023-11-13,,0001437749-23-031691,vpip20231113_424b5.htm,FORM 424B5,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923031691/vpip20231113_424b5.htm
0001681348,VivoPower PLC,1681348,6-K,2023-10-31,2023-10-31,0001437749-23-029455,vpip20231031_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923029455/vpip20231031_6k.htm
0001681348,VivoPower PLC,1681348,6-K,2023-10-27,2023-10-27,0001437749-23-029159,vpip20231027_6k.htm,FORM 6-K,,https://www.sec.gov/Archives/edgar/data/1681348/000143774923029159/vpip20231027_6k.htm
